,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,1.0,0.9662594660704618,0.3494858685690147,0.2775705645361479,0.384465101246489,0.47379044216343796,0.43279523857868085,0.9509497698405446,-0.8382186062377991,-0.8367650195710067,-0.5449838335274135,-0.49872912306723055,-0.4742112512779115,-0.5643199883606237,-0.46061257628943963,-0.7191498450931825,-0.41912042208731587,0.06912140085459043,-0.07558533498163325,0.06413405498399483,0.16711663506741364,-0.5711230844721135,-0.49487670805933087,-0.10249406254758975,-0.06575992787518618,0.04860594375791299,-0.12954093360689042,-0.06661355964703969,
1,0.9662594660704618,1.0,0.35888220453177044,0.2903210043080055,0.3855371076697967,0.48179708909494784,0.46807910435743416,0.9417906662971763,-0.7724047174310653,-0.784386695084598,-0.5034412733393421,-0.48376993375570815,-0.42604904332050975,-0.490160770935477,-0.36235148829404473,-0.7193767444197018,-0.3670991790726298,0.09095848516350677,-0.056429748184459366,0.0529842899587516,0.14440316477758577,-0.5147665182264037,-0.4653963539105031,-0.07120158160491397,-0.0354297241402887,0.03425560997012378,-0.12020394875812693,-0.06734718096506943,
2,0.3494858685690147,0.35888220453177044,1.0,0.30613936738714603,-0.005644338573145093,-0.0210478573276119,0.003878444599186136,0.30399188568101415,-0.328599957662457,-0.31768878601914013,-0.3497978327393745,-0.1462592226870869,-0.06718291744015033,-0.05517054944187615,-0.09859792775004272,-0.2948300961587363,-0.13853774177929212,-0.030094092578378796,-0.09640206360844682,-0.007018290848382628,-0.08319282924824313,-0.08737677452508541,-0.05959427652795869,0.03861082599149918,-0.13840361432656267,0.15847817964568714,-0.2127273275219572,-0.029747430249136682,
3,0.2775705645361479,0.2903210043080055,0.30613936738714603,1.0,0.10870352680477181,0.13594712063281902,0.0409756572605685,0.2581185827482175,-0.30093570246564755,-0.2840448990695469,-0.14826183895861747,-0.11693302807492086,-0.22994133662550448,-0.2078935205315784,-0.13645148142516644,-0.33149593340635475,-0.055780902654383395,0.2787502121146703,0.043311519816005346,-0.09902551227279856,0.11968835217963399,-0.08353493478880829,-0.25003809793414905,-0.07590417078977994,0.080555518071424,-0.06889932675311441,-0.15783966254576876,-0.1754387630716851,
4,0.384465101246489,0.3855371076697967,-0.005644338573145093,0.10870352680477181,1.0,0.9379508535585653,0.608921943392022,0.34224621073489364,-0.36242806898234825,-0.43854538682230093,-0.2183336587693596,-0.3033365349062455,-0.06305918157392729,-0.27118569514070306,-0.22827246329618958,-0.38723055571669496,-0.07405872403469484,0.11802084074113779,0.22961152581980124,0.10707897818930517,0.2450247004732451,-0.23661425365641162,-0.2566447663567646,-0.029899728163000936,0.14480949191821485,-0.08181874814278713,-0.08095742611645713,-0.02479363965877164,
5,0.47379044216343796,0.48179708909494784,-0.0210478573276119,0.13594712063281902,0.9379508535585653,1.0,0.7354163106418032,0.4249555348897526,-0.4157772026599286,-0.49448302850033027,-0.2584377477390377,-0.3473333182751823,-0.15551625758227205,-0.31356008647689615,-0.2629752260310396,-0.43266998171195553,-0.09336370926476031,0.10222707471106349,0.15016287918344437,0.10350872458964264,0.24696535656644067,-0.3092251240714612,-0.3696290897699871,-0.029060125483018163,0.09433647347557446,-0.04701965629453757,-0.11002415636734723,-0.018667198519809428,
6,0.43279523857868085,0.46807910435743416,0.003878444599186136,0.0409756572605685,0.608921943392022,0.7354163106418032,1.0,0.390462764159554,-0.36996721602720056,-0.39231982451879666,-0.23513649139673634,-0.2907490217829602,-0.22929295573670513,-0.30290396863249736,-0.13566984318720046,-0.3246452863868595,-0.18394829010123706,-0.026788232457512964,0.037639176287221444,0.16818404369738812,0.10784613849973672,-0.33045857337079176,-0.3429435874915843,-0.035595895658919165,-0.050634598960495186,0.031249624408304314,-0.1203765525365634,-0.049008650857297685,
7,0.9509497698405446,0.9417906662971763,0.30399188568101415,0.2581185827482175,0.34224621073489364,0.4249555348897526,0.390462764159554,1.0,-0.7159198295370676,-0.7123135476769507,-0.41705897525354607,-0.47775778939534436,-0.38688259294228966,-0.48108822099822296,-0.27444771063434215,-0.7770313054184304,-0.3954652327490644,0.08555719077089573,0.01418439435952162,0.06887183003387752,0.2277553873853315,-0.5596056538562694,-0.4476925193177569,-0.17586736062318956,0.014402220372164916,-0.04042436689197903,-0.08146554180635449,-0.04411312135610341,
8,-0.8382186062377991,-0.7724047174310653,-0.328599957662457,-0.30093570246564755,-0.36242806898234825,-0.4157772026599286,-0.36996721602720056,-0.7159198295370676,1.0,0.8921834049318047,0.651230918491875,0.4306100660856745,0.6768434568601475,0.747915941203356,0.6764805825166773,0.5818376680178236,0.37245274914554405,0.03715072190212722,0.11436152372975598,-0.05023486127222809,-0.152784244859762,0.518503717898665,0.410092878858358,0.022736927953863013,0.08741792089762503,-0.11030009620159319,0.1297202156495368,0.0673811629345006,
9,-0.8367650195710067,-0.784386695084598,-0.31768878601914013,-0.2840448990695469,-0.43854538682230093,-0.49448302850033027,-0.39231982451879666,-0.7123135476769507,0.8921834049318047,1.0,0.6855927507845097,0.5521080454128152,0.6350971086338045,0.7258058418230917,0.7052194400570492,0.6613625797401514,0.30642022531074414,-0.022577246742154215,0.09934152011605007,-0.0003536331778594417,-0.147819078058395,0.4845429068488704,0.4809757024492096,0.04653296981142274,0.01362690175444853,-0.0351737805949431,0.17175538081475278,0.1199151589489881,
10,-0.5449838335274135,-0.5034412733393421,-0.3497978327393745,-0.14826183895861747,-0.2183336587693596,-0.2584377477390377,-0.23513649139673634,-0.41705897525354607,0.651230918491875,0.6855927507845097,1.0,0.3541942658450622,0.4045858288804226,0.37891405327520417,0.4965799100223048,0.352279919468967,0.2755843472900933,0.1205196677764772,0.23575952255988178,0.05829384427586133,0.053669010252443944,0.34909055680504164,0.2337923428420273,-0.12235407937816618,0.12306314651784417,-0.13802644015297044,0.05727606763314233,-0.06123785992502718,
11,-0.49872912306723055,-0.48376993375570815,-0.1462592226870869,-0.11693302807492086,-0.3033365349062455,-0.3473333182751823,-0.2907490217829602,-0.47775778939534436,0.4306100660856745,0.5521080454128152,0.3541942658450622,1.0,0.1943014679096064,0.26090192988342287,0.245291595526194,0.4711820600681698,0.2147484391261906,-0.019092877613622394,-0.03893822469984128,-0.19825840019413687,-0.16960978371260196,0.32718656593908174,0.25410721330970815,0.10203378570513805,0.09893398965200882,-0.02184260432835534,0.12142787389649731,0.053297737010105574,
12,-0.4742112512779115,-0.42604904332050975,-0.06718291744015033,-0.22994133662550448,-0.06305918157392729,-0.15551625758227205,-0.22929295573670513,-0.38688259294228966,0.6768434568601475,0.6350971086338045,0.4045858288804226,0.1943014679096064,1.0,0.9140299940336767,0.7616253334284572,0.2990408212480608,0.2567117312456861,0.05896697165230681,0.17609699705698695,-0.005941462909007388,-0.062218837198118195,0.3623903797285118,0.437495543507709,-0.02119691463579841,0.08318710387480309,-0.090189620700181,0.1422468080016903,0.14865002209846262,
